Date,Open,High,Low,Close,Volume
2023-07-30,172.1677345973729,176.5659824790324,163.63298177368318,171.06141685907173,23671084
2023-07-31,172.04568778514553,176.6871080671657,165.9129769726421,172.15594080049857,16079813
2023-08-01,169.69380571708655,179.4520159885033,167.87886777114372,173.11939906989744,15242373
2023-08-02,178.80539561634976,177.3748025942129,171.54697812227616,176.65379030778988,42163819
2023-08-03,176.51882713539942,175.14029314391752,169.47119906524009,174.61337907791818,39807239
2023-08-04,173.12359558306775,174.92377908183727,171.99075387776583,172.78894374184688,21655767
2023-08-05,167.86325280531523,172.18833558793082,168.3830921104823,170.82561964585406,4301394
2023-08-06,169.48523090043196,175.00727000502792,164.40980959231183,167.69747486759886,3827364
2023-08-07,159.69305726116443,160.9046087696405,153.66408727349616,159.16010273222813,4354513
2023-08-08,164.04377235557848,170.12921803213442,160.78506966785957,162.21425524740832,11824286
2023-08-09,166.54514978959475,167.66222931604702,164.5142880087905,164.88477989240423,49373501
2023-08-10,161.87373684266578,161.3916619024655,158.50547227416263,159.93530765867408,46069853
2023-08-11,158.68618114386103,164.83316010182153,150.65576935101564,158.57195816975576,2613560
2023-08-12,153.98709995884238,161.38050946212707,153.3945148728537,156.2348538116289,20070889
2023-08-13,155.10719239358426,157.88991775982615,146.74375443653372,154.0525029069693,37575177
2023-08-14,148.310557472631,151.69784681301607,142.12045157246368,147.59928369751103,21080139
2023-08-15,147.1650931505357,150.99401176132287,138.89888845947212,145.75273060921364,37750173
2023-08-16,145.55779896992695,149.19049204112483,144.58345567658523,147.50557464608997,28664538
2023-08-17,153.35871117224062,162.98714023012397,152.82005914516205,155.25295118828447,35390420
2023-08-18,158.92558759542013,164.10878119777385,149.55357343709088,156.48190657149462,9103670
2023-08-19,158.43338565927343,161.96553911698751,152.03217433635493,156.86487620296646,35104860
2023-08-20,157.79130623705163,156.80511680204125,151.03497743705475,155.25610759052464,19866922
2023-08-21,154.99090161344066,158.6208552232135,148.56391908053146,153.40338932793622,31836413
2023-08-22,156.94547628785494,156.90228140565634,149.46705808012672,156.33791397305743,34467508
2023-08-23,158.22005885247466,157.4915666386308,152.6820211979423,157.25056048103033,11117390
2023-08-24,157.6810762050484,157.2648166988194,153.3327089958518,155.2643681553623,5305665
2023-08-25,152.60387829976904,155.64315190267698,145.0582239209208,152.12434127504292,15309043
2023-08-26,152.43599358183545,158.21593599308207,144.6592447487972,151.632997845967,37443622
2023-08-27,147.96176940229628,155.47784085228844,145.18326359550673,150.02322828453813,26562996
2023-08-28,149.8501634373435,155.57718864704069,149.56956652755062,150.00664304634861,31425259
2023-08-29,150.61233355227608,152.49656807627517,146.84540434211218,149.31983828178693,34030069
2023-08-30,149.10832053174065,153.09006571401343,148.06932578595925,150.48712754669936,10003281
2023-08-31,144.97971614387225,149.44928688642722,142.04602764983534,146.72721271139648,25529154
2023-09-01,148.85016825351903,157.37270156635861,146.92008854651473,149.96696136786872,8660678
2023-09-02,156.89667525811956,158.8538702248766,150.6894440155781,158.53593282111268,27656465
2023-09-03,160.51462415891956,169.4049948255285,159.41188135714066,162.3661658410854,36284715
2023-09-04,162.58750361922648,167.79616273147712,162.37066141692466,163.07770971651442,10142693
2023-09-05,168.68683678682748,169.61917979965312,162.76389360199585,165.9791295259654,22807008
2023-09-06,162.70889661887963,168.56159089198994,161.63573484641972,162.6629628966587,32127915
2023-09-07,155.62553567618016,161.42757161450356,155.4178027690805,157.59279566244354,7389690
2023-09-08,157.34211964471825,167.03993786858516,153.01260619588984,160.05035299033844,41320606
2023-09-09,159.57934554653357,165.46771587447793,157.56473205933784,158.33699456705364,35306425
2023-09-10,153.40676739155862,157.37931158902543,146.93491392916226,154.1293333236437,16678986
2023-09-11,153.38810345361352,153.53471903523675,147.90983271801704,151.4385983552839,43414801
2023-09-12,148.99747616114004,152.43779258074343,141.7023837428226,148.05283529882163,41170352
2023-09-13,150.2105210078166,155.2235042403218,141.11574444908905,148.45142241931944,16234145
2023-09-14,148.81980605975724,151.77182802478478,145.849632043382,150.18986177241302,13491356
2023-09-15,154.056607241686,157.64225736567516,147.49157260146282,152.8802917144967,25090583
2023-09-16,154.17055945145628,160.5541925762252,151.63948060383626,155.6394095875171,34552405
2023-09-17,160.7824336269818,163.79925483022393,154.667113888906,158.00739103012165,28740293
2023-09-18,158.21243251865127,158.38920612636784,149.8304931100372,157.3540705857519,14552664
2023-09-19,154.3132556723935,160.96622664584285,148.58967421282836,155.40411923760726,34872374
2023-09-20,149.39646195721846,157.6401413813926,147.45910168522659,150.78664326107625,21671672
2023-09-21,152.23400219460987,155.52443486161349,149.07742380322296,154.13962055058306,34891894
2023-09-22,154.78849905333308,155.4169277954117,151.51283345747487,153.59268197736773,21705423
2023-09-23,150.62320075775006,159.73618446011295,149.68875793748785,152.3372038377141,30710174
2023-09-24,156.5688297187448,157.38562264939353,154.77014848398304,155.97423555678063,43364813
2023-09-25,151.75501569383954,159.74178166207525,150.84184335408307,153.1973068943312,36985062
2023-09-26,156.7857850702884,159.61081377668063,151.33637815237978,155.7765465555192,49702875
2023-09-27,158.67732122645785,158.64033371158138,154.1408787505256,156.70323821427277,39117599
2023-09-28,155.19103511577853,160.16645137753645,147.92326180103512,153.4841365405571,8463131
