Date,Open,High,Low,Close,Volume
2023-07-30,153.33615519569943,156.61562164668868,154.91600350839872,155.2455700018963,38811099
2023-07-31,157.8794026870428,160.64794784476948,151.03719668160943,155.8904687290745,28306138
2023-08-01,149.80385049853922,152.61336736610946,147.75317431798487,150.62867310530345,1247364
2023-08-02,143.78085683856486,147.24160661083005,144.674048045216,145.56065035513134,47788715
2023-08-03,144.55814230087714,148.24339482318368,141.34524379071343,145.34249833955468,5726182
2023-08-04,142.18780607008662,148.095972690166,137.51838119488937,143.83003318153732,32754274
2023-08-05,141.6391247083453,145.3879419395353,137.12356390760218,141.52902793122362,1405350
2023-08-06,147.6842815895854,148.49186914194445,140.36363851061958,146.69678113973012,18169451
2023-08-07,147.3626504341394,152.10593795065782,138.45807418753586,145.61781480705625,18905629
2023-08-08,146.4153735911653,148.84180038971937,146.18965550491316,148.0285171377157,32710183
2023-08-09,146.78898260658102,149.06446570586903,143.10586550821077,148.7708844925024,10109788
2023-08-10,145.05409772451543,152.35294171016113,140.51608725450293,147.8960479443385,32432730
2023-08-11,142.9849081740375,145.44915244910806,143.63514187063896,144.55718282133287,11045666
2023-08-12,144.00274110729234,150.50419381211884,142.71579352923524,146.79833721163973,20558171
2023-08-13,139.2084326660123,146.7401817623201,134.74342993859554,140.0742359803125,35344836
2023-08-14,140.5147445053888,147.51338641525388,137.28088319887954,142.53478690874505,17606775
2023-08-15,143.42360548273567,147.38049581700378,137.53781915065102,142.96670905287817,30470005
2023-08-16,144.0732074891718,148.90646258812856,138.9171575464868,144.7464128682199,5485967
2023-08-17,142.41544006014846,146.06847288415332,143.61961284406817,144.7688879895825,11850321
2023-08-18,140.67303937860095,144.29408066855873,135.37968270361145,141.2387487975363,14056042
2023-08-19,140.72230216872381,144.81597847314882,139.25849100135784,142.37759481581105,38038168
2023-08-20,145.8592174108954,151.71651594964766,138.13460099779763,144.81551834972748,33561737
2023-08-21,142.65660279181856,145.1722355779714,143.07236442204348,143.434382935005,22258396
2023-08-22,143.28076425359694,148.75902441526318,142.45011453114313,145.332687346129,14255945
2023-08-23,145.31770916446345,153.0544513419372,145.48927982954723,146.19722151820926,26241733
2023-08-24,145.89416981438728,153.3415831251978,143.07929387418417,147.5205643635651,38997007
2023-08-25,146.72184898718405,151.99929397452937,143.63356993565307,145.00625675303476,48191640
2023-08-26,151.64925285977884,153.29792454223133,147.68416405390363,148.7727755177494,10290883
2023-08-27,146.8156886766488,152.1538790563766,147.43344094827134,149.6562151883319,36703524
2023-08-28,153.32303338950382,158.45586374624995,145.26529782158804,152.16644583223106,30234209
2023-08-29,149.56415330773766,153.190096722358,143.56166007790742,150.98975122694804,14178962
2023-08-30,151.31472826730706,155.2540280371188,147.58391428414396,153.9853977649564,39996896
2023-08-31,149.7252310664749,158.08361794173462,145.95845400612416,152.69140632729204,45209283
2023-09-01,152.27821754038882,154.78419797412892,147.93091583974137,149.9922772232193,5689323
2023-09-02,154.49283256177543,162.23238851697772,151.9607114115241,155.40283112318085,14192033
2023-09-03,151.13235635284283,155.32858205606976,144.68796621147445,148.20068657879574,19759883
2023-09-04,156.9704480758141,164.07636433714308,151.4556524908323,157.33308720021245,19703695
2023-09-05,157.56295833375816,160.03563866602283,152.8123888134194,159.55679438520175,11318785
2023-09-06,160.31305619502533,163.82346042404185,152.26504903744063,158.55535234869464,46885936
2023-09-07,162.3153554743485,165.854633099054,154.8071806348248,159.5927528000347,17571649
2023-09-08,163.89364592298446,169.7965849301843,159.74741629214046,161.85031143789,5976581
2023-09-09,162.35464099125062,163.78959767437772,154.78488126389448,160.77773786433013,6137532
2023-09-10,166.34996474268704,168.8795884477319,164.93372270182934,167.4571937539869,34161147
2023-09-11,169.46817358916488,179.82809879265986,168.087697920993,172.4727147588717,29137110
2023-09-12,179.96377976778166,185.03116267765586,181.0967029987056,182.1399931520933,48963894
2023-09-13,177.36626750659508,183.06078765030696,170.92717636903774,177.7444347583445,43820782
2023-09-14,181.76894704874078,181.99150504840907,173.6100516008286,178.5114706602886,35133875
2023-09-15,175.17531692144465,177.1203182688548,165.78537657261126,173.6275717188674,39415204
2023-09-16,172.10917597868988,176.09994384318256,164.23128982253118,169.87844741762143,37253485
2023-09-17,167.2700641791452,171.82391190341582,164.61226341870432,168.77354007576812,10375823
2023-09-18,168.96984497749233,173.549191187861,165.49503084592797,167.7364917880956,30417066
2023-09-19,171.4318415316714,169.10308291051277,162.20649292238903,168.98202034297657,9336688
2023-09-20,168.4695935365255,171.3453638872351,162.01663555451165,168.60844923834364,9617469
2023-09-21,170.84733579080037,174.06085022527475,168.17174690462585,171.32779470991554,35096471
2023-09-22,173.93725734475296,178.8798929017519,167.10007692979732,172.42403290303156,26014841
2023-09-23,178.62721098619463,181.00286652482518,173.5856212240935,178.20016010296055,45242010
2023-09-24,184.75271873227655,186.91590346669037,179.6941931129023,181.17863616236403,19120326
2023-09-25,176.42641697560663,183.04850445138413,172.52453423257006,176.95655900208533,20237725
2023-09-26,174.1553123800058,182.25111566630449,173.37671402327487,176.4424062970261,45148904
2023-09-27,175.9695671009809,181.48136409156533,173.14408091376183,176.16733217611284,26226227
2023-09-28,175.84168911497352,181.39959163149936,175.97896275766524,177.72410736442401,6716555
2023-09-29,182.03247901008197,184.9769387654811,178.3020933328983,181.58756173148953,30983540
2023-09-30,179.88338531349132,187.7719429304392,174.0777431919075,182.616815781363,1650228
2023-10-01,188.06587092153177,185.3291412397818,178.664341785879,184.74071340981314,15114326
2023-10-02,183.19644986043366,188.50565818490327,180.50065733218364,180.5971306623216,6960524
2023-10-03,176.48070436026453,186.33046057612626,171.7570456437973,178.94611370477716,18230408
2023-10-04,169.97500175687603,175.21490461287905,168.67305493732354,172.2319783584566,1957527
2023-10-05,173.84753672413973,178.68563764328297,172.3965422014472,173.7610824224222,5049510
2023-10-06,178.6390587096157,184.94692964730038,173.0572550804739,176.71022149576712,9829533
2023-10-07,170.1756456882269,174.44717672894595,166.7076954433078,172.1096115447531,31792640
2023-10-08,169.62385203058452,179.06534823073298,164.71568711666396,172.6558846768894,44461385
2023-10-09,172.61689596247734,173.01581535175745,166.80371335032308,172.30306814004845,27841445
2023-10-10,179.58675644886077,182.88468465611737,170.9322592164227,178.2208921048617,43552377
2023-10-11,173.2712571109887,182.79876613727268,174.71875538767753,175.06132575106952,29778390
2023-10-12,180.015778665908,183.2243456443848,175.76512778495595,178.30570013531704,49020896
2023-10-13,185.71739850979762,188.05009778796742,180.14299032047634,182.42897908505873,45036488
2023-10-14,179.08104889727284,189.96583702145475,176.5943116839847,181.71906866811494,40732866
2023-10-15,182.86586752359707,189.32309745309408,174.65096535596112,182.785229514246,1498909
2023-10-16,183.4561507922723,193.2651089896689,179.91918769812372,186.76683993071472,29847614
2023-10-17,180.5608772647252,188.06140769334237,175.94194192193945,182.70465322275012,7369134
2023-10-18,178.17827787623392,186.88376304599066,176.501946606984,181.15045429477192,35915287
2023-10-19,181.12829160832334,189.1332025206515,176.92605025053928,181.82645703328282,21863455
2023-10-20,191.92119124830631,198.7671375764614,184.12126455648257,189.48942202726292,23045254
2023-10-21,188.56037626827214,195.4556952354239,183.24309743545874,187.98041570217688,38820323
2023-10-22,184.89832179238556,193.58760591985265,186.85177186289332,186.97308858500523,31281747
2023-10-23,189.30123587527754,194.15578368331884,186.08321724667374,192.84880027393132,39750800
2023-10-24,195.8403319493192,203.4067345632183,191.66366143693523,195.42292269373885,5253621
2023-10-25,201.1437590693414,211.65460338091685,196.3797977882925,204.14222692274834,34036515
2023-10-26,207.34236007142937,216.6926568123738,203.0901712203134,208.65493291020832,8327065
2023-10-27,208.1313408727776,210.45046324277112,199.725173558686,208.04652231191847,24949330
2023-10-28,210.1910507982317,216.19445044667572,202.28114962420173,206.85055877415192,10087343
2023-10-29,200.06376927082655,204.45685665519005,195.98987948157668,203.46717837887147,17366466
2023-10-30,199.5621820365206,200.73890664878016,188.6786506395932,198.2252904783626,44497066
2023-10-31,195.70186436023837,206.19741787909027,197.73765179289788,199.58107146764303,19817912
2023-11-01,203.14952779669514,208.90721321071572,193.2903966555125,202.0993504347776,31082907
2023-11-02,205.56588940110439,208.3568456811658,198.6609064431108,205.14302816469868,23745813
2023-11-03,207.18982164344757,211.81488976813543,199.28760171654721,204.63704312407435,29988919
2023-11-04,212.96032488024554,216.8164177889504,206.6556335703279,212.69095202037093,26430445
2023-11-05,205.7698888745722,206.99198195369166,204.15094100273598,206.99016545086812,27158366
2023-11-06,198.91838650086228,202.6206130203671,196.93440724074918,200.98653089880145,45171632
2023-11-07,194.43857389187542,206.44423786660292,190.7528139272872,197.71872965910072,7927646
2023-11-08,198.01605104497085,199.94407651675297,188.36635515353032,197.74227548592967,22859003
2023-11-09,196.45545205159635,194.54273622877363,191.20266426771664,193.4506075462485,44982218
2023-11-10,198.84996683618095,205.51153868385495,192.2990547767812,198.73275827805185,30891555
2023-11-11,197.69004183031873,200.1321191199707,194.7375337708714,195.81722352290416,24439130
2023-11-12,190.70650322020106,199.91408461170346,186.44137554780124,192.25659169149606,24395078
2023-11-13,195.94922165811963,204.81413620481183,193.5846355832267,196.35661561050432,40459376
2023-11-14,195.78959558023215,205.51324115460162,196.5771253873595,197.17293563130787,46746015
2023-11-15,197.16135074582544,203.42644094135315,196.798217353774,200.29178222309292,40595719
2023-11-16,199.43680085909645,205.15924631030143,194.2331487186278,200.1012281564546,44499579
2023-11-17,203.31864869825387,207.73190998759665,196.83996729063117,201.1917522474555,19959352
2023-11-18,194.68397570955273,198.65276334918744,191.04234933137502,195.50529345090195,44169011
2023-11-19,196.09904203291072,195.32864668193193,190.88156458254153,194.92807615827263,42539243
2023-11-20,192.8593191650683,195.61542679870175,182.7417395927031,190.884689707999,13109006
2023-11-21,197.08626931705982,198.62091691659518,195.50150456273244,198.49369899536808,40959005
2023-11-22,206.11702951146978,213.3749558845658,194.98553107496187,203.69296460510094,3376238
2023-11-23,199.75098063728663,209.05483190182966,191.14093401037601,201.04631628736135,33192860
2023-11-24,198.26025417802452,202.1356276292631,196.45727625142874,200.2134803483284,49195048
2023-11-25,197.35646776760848,202.44171393750636,190.76017557191287,199.57214835093643,17327325
2023-11-26,205.8563275030999,218.59650034478912,205.96559346680513,208.35741536544623,25273153
2023-11-27,212.00782349289514,213.938386626793,208.60836753992248,210.015831123642,5408366
2023-11-28,211.4539044760564,216.38590048527777,207.65095665184256,208.22631938968448,29070938
2023-11-29,206.58805628281502,213.50369508119442,205.3345910958192,208.8380906170524,46135828
2023-11-30,199.15629073704307,211.2657789538778,197.27109513446908,202.51611162297206,23101388
2023-12-01,200.7115444440483,209.33350961901914,195.6689117343353,202.21793071145186,40886992
2023-12-02,199.14279685507125,198.12000767773304,192.85619411545628,197.89332028674156,11488394
2023-12-03,189.71097011436478,193.5211855622355,182.99341519806921,190.71397233411258,5942345
2023-12-04,198.8342156887312,203.98037195295365,191.9787880035223,198.44386438959597,49440096
2023-12-05,200.27494762954913,207.52147942186406,195.53952409235478,198.33676140209045,25151501
2023-12-06,194.58461240482075,196.29589633036232,187.65772845079945,195.2995765693176,40872893
2023-12-07,192.5549840176468,194.45607827008396,181.83512410416228,188.78165532078697,10161479
2023-12-08,186.42963932231783,190.78833121316288,185.5929750950053,187.9486458395021,34866400
2023-12-09,190.97346458456173,195.72123072785644,179.68551650991193,187.38873052327145,41292678
2023-12-10,188.0177429319326,197.5577679395702,183.10346917807283,190.27802002414663,5648232
2023-12-11,183.77726002090768,190.13340254355865,177.51221387470295,186.68255019561101,7976117
2023-12-12,186.55342240838655,186.24348299414072,182.1149554733461,184.7002829116729,20453923
2023-12-13,182.78350262993206,181.4204601730436,177.85220763606287,181.31622172741342,12931446
2023-12-14,182.7742049718699,186.13380732892824,177.76863615570767,180.52722344076759,3100998
2023-12-15,172.387641949602,176.99553007502416,166.65831097184508,173.47295522026917,43006611
2023-12-16,173.64677479494947,173.39165913177217,168.03680898363905,170.70513170335795,19626705
2023-12-17,170.23745370539334,181.38676505284502,169.37995155146442,172.86864286792076,23586538
2023-12-18,165.51394530822654,172.61484226729868,163.33709798580924,168.68332206818508,30542376
2023-12-19,170.71641814310493,178.54121462514098,167.25204386601968,172.08925060529342,8325005
2023-12-20,177.20429722296274,176.67501717177126,171.3382578221917,175.1215800304682,5158989
2023-12-21,179.74090693821213,178.6258653764295,173.98325971934685,178.50577331701038,44523952
2023-12-22,178.03418296108697,182.21615570054254,175.29312718761335,178.48962591350553,6270266
2023-12-23,176.41598915959997,184.08246257254916,170.85740930189058,178.1529547128745,38388856
2023-12-24,176.13457466997872,183.83692946856314,175.17795959093655,179.29538895475392,41474970
2023-12-25,182.89624194903897,192.28922561360994,179.03282452411955,184.0928040975918,10329965
2023-12-26,188.37319093305294,192.76897262396943,183.59032581811533,188.67492162046256,29084121
2023-12-27,183.87091220204047,185.34358401188246,177.66355905454193,182.5055963183234,11412378
2023-12-28,180.38918235218785,187.55632738613778,178.27917319807443,179.34202610599797,18973655
2023-12-29,178.743449944695,179.17302647564821,174.00881386201235,175.6012765049816,47076036
2023-12-30,175.32442632332783,180.57455227608062,174.87234269217583,178.17236244919548,25194729
2023-12-31,174.61748620644468,176.62641911503079,173.2765057413572,175.7681338539769,6544923
2024-01-01,174.92560047529105,181.99822014939468,166.67650432856485,175.054594130877,23634601
2024-01-02,182.3743586896245,188.61033535389706,178.818945713965,181.13758175703214,38501567
2024-01-03,185.21041061890713,185.55252343246326,180.48486420090913,185.24411251420224,29384799
2024-01-04,193.55737436502858,193.82813308223484,183.91807685302211,190.41358340404864,34664727
2024-01-05,188.51863356513562,194.74040194282233,179.6294000881551,187.70270981509373,17109829
2024-01-06,174.31185708643233,185.98474439851387,169.3704362430187,177.58173774609924,46887305
2024-01-07,173.45983741905144,179.51076888542488,167.76879767589543,176.18252001759888,16253997
2024-01-08,172.9167536152396,178.64495787580233,164.0067797709605,171.1810085798493,22363955
2024-01-09,166.07425492067838,167.89441412463879,156.6685616672379,164.65305081937035,46824902
2024-01-10,166.07789513027865,169.9235605519291,166.16079296686524,168.41210713228617,32854364
2024-01-11,162.51590304168835,165.46328253357197,159.21950915173883,165.4347769322218,25039713
2024-01-12,163.30008809717248,165.47498417030317,157.64945781325048,162.78751672880156,34484624
2024-01-13,162.47844749718075,164.65912394344562,160.16856402755988,161.60102611561058,6056332
2024-01-14,164.5747574420135,174.9033748133411,159.61801598546015,167.01111805375717,29858452
2024-01-15,166.29649603893358,168.1874100074393,165.1037111238787,166.47216198537268,45061486
2024-01-16,168.35297800998583,172.91343540294935,166.61279329021997,169.67076654169412,23104396
2024-01-17,171.51282921311852,168.81608872606083,163.0572104220014,168.60403433763935,5395472
2024-01-18,161.52310103442875,169.5944525479584,156.15227892660442,163.35793868647124,43811591
2024-01-19,161.00480099887093,166.81544793127236,152.2703514171341,159.5164441367568,43810568
2024-01-20,159.62006173486537,161.40103575902472,154.20494611462337,159.50436420212597,1659784
2024-01-21,156.72480334629537,163.2768035746665,152.97736573463294,159.84810088835548,22012135
2024-01-22,161.7024480211981,162.57919887003112,155.6759453147394,161.5925742284156,9107891
2024-01-23,160.74027286013367,167.08881439017506,155.62210519660653,163.35744104641253,37278973
2024-01-24,167.3832807648518,167.43394925140737,162.95702770584242,166.3250397232871,4664454
2024-01-25,164.21530741879496,168.07189256335866,156.78644211004348,163.78603385218733,17407184
2024-01-26,166.5554158771073,176.1221645061536,167.81586140182262,169.88220394152134,10788774
2024-01-27,174.4429620512716,181.41219253495,169.62745657310333,176.52816334795958,22608421
2024-01-28,176.63017213979725,176.84190438141792,172.93523874280223,174.69991243780245,43424196
2024-01-29,170.40564987342623,174.98958994586502,164.98296348634867,171.94786669847193,22088976
2024-01-30,165.91348418278764,171.2157832948788,163.60672158693686,165.9182400555017,38672313
2024-01-31,165.2342966169941,171.39559205030275,160.93458681904303,166.48628269009822,43929871
2024-02-01,170.83226434038698,169.14851598997663,164.49782651108208,167.99961043389848,30543645
2024-02-02,166.30727571258967,173.0801077985317,158.08211208865353,166.06431022346018,10489182
2024-02-03,168.3165998979021,170.9740855067064,162.79124960354918,167.00611285148148,32776418
2024-02-04,159.72807445777116,163.7531038645961,155.52026861394492,162.43438659520194,17750956
2024-02-05,162.56370028004537,166.6257312306335,161.35518288099337,165.6086741870942,21691015
2024-02-06,162.28118080814133,171.7700200243666,156.8244745736752,163.85928867572008,20057903
2024-02-07,163.55009509915342,167.12831235434118,160.169725019491,164.80834555986493,22964189
2024-02-08,166.74498016233403,173.02124233608083,158.1427914903516,165.5025160908712,16226342
2024-02-09,159.57897888290046,162.4059298759621,152.93212089301605,159.13892472819737,10872980
2024-02-10,161.0039289810261,164.9381365467574,158.53959881747545,161.81572867279584,41967694
2024-02-11,160.2788513412241,164.87962254284312,159.11093991766202,159.29683424795147,29871927
2024-02-12,157.79089327196058,160.02234787293318,155.53834902944976,159.94330958511372,13752183
2024-02-13,152.78125408750734,158.1248664921287,153.06411688474424,155.4962832904796,23314427
2024-02-14,156.1965095246062,156.34314211677665,150.46586004259981,154.01257977219396,20337498
2024-02-15,155.53236463458867,161.86919576731492,151.24442598206832,155.13555191850693,24878657
2024-02-16,152.7281136029255,155.83931936324558,144.7227164983415,151.82267189053016,42375740
